Datetime,Open,High,Low,Close,Adj Close,Volume
1708115700.0,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,0
1708115760.0,1.0780508518218994,1.0780508518218994,1.0780508518218994,1.0780508518218994,1.0780508518218994,0
1708115820.0,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,0
1708115880.0,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,0
1708115940.0,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,0
1708116000.0,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,0
1708116060.0,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,1.077934741973877,0
1708116120.0,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,0
1708116180.0,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,0
1708116240.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116300.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116360.0,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,0
1708116420.0,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,0
1708116480.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116540.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116600.0,1.07758629322052,1.07758629322052,1.07758629322052,1.07758629322052,1.07758629322052,0
1708116660.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116720.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116780.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116840.0,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,1.077702283859253,0
1708116900.0,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,1.077818512916565,0
