0,1,2,3
0.9996200799942015,0.0,0.0,0.999659299850464
0.9996200799942015,0.0,0.0,-0.9977207779884338
0.9996200799942015,0.0,0.0,-0.9983286261558532
0.9996200799942015,0.0,0.0,-0.9983286261558532
0.9996200799942015,0.0,0.0,0.9994500279426576
0.9996200799942015,0.0,0.0,0.9994500279426576
0.9996200799942015,0.0,0.0,-0.9981689453125
0.9996200799942015,0.0,0.0,-0.9940924048423768
0.9996200799942015,0.0,0.0,-0.9940924048423768
0.9996200799942015,0.0,0.0,-0.9557676315307616
0.9996200799942015,0.0,0.0,-0.9557676315307616
0.9996200799942015,0.0,0.0,-0.9972435235977172
0.9996200799942015,0.0,0.0,-0.9972435235977172
0.9996200799942015,0.0,0.0,-0.9441964030265808
0.9996200799942015,0.0,0.0,0.9987149238586426
0.9996200799942015,0.0,0.0,0.7282869219779968
0.9996200799942015,0.0,0.0,-0.9981659054756165
0.9996200799942015,0.0,0.0,0.9983587861061096
0.9996200799942015,0.0,0.0,0.5465773940086365
0.9996200799942015,0.0,0.0,0.9970892071723938
0.9996200799942015,0.0,0.0,0.0
0.9996200799942015,0.0,0.0,0.9868085384368896
0.9996200799942015,0.0,0.0,-0.9980668425559998
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
0.9996200799942015,0.0,0.0,0.98818039894104
