Datetime,Adj Close,Close,High,Low,Open
,GBPAUD=X,GBPAUD=X,GBPAUD=X,GBPAUD=X,GBPAUD=X
1672012800.0,1.8020299673080444,1.8020299673080444,1.804010033607483,1.7944200038909912,1.797160029411316
1672016400.0,1.8003900051116943,1.8003900051116943,1.8043700456619263,1.7993199825286865,1.7999199628829956
1672020000.0,1.801419973373413,1.801419973373413,1.804010033607483,1.7996599674224854,1.8004000186920166
1672023600.0,1.7979799509048462,1.7979799509048462,1.802150011062622,1.7967000007629395,1.7996599674224854
1672027200.0,1.7963000535964966,1.7963000535964966,1.799589991569519,1.793470025062561,1.7979700565338135
1672030800.0,1.7953599691390991,1.7953599691390991,1.7985399961471558,1.793779969215393,1.7966200113296509
1672034400.0,1.7922500371932983,1.7922500371932983,1.7974400520324707,1.7921199798583984,1.7951300144195557
1672038000.0,1.7913600206375122,1.7913600206375122,1.7970000505447388,1.7905299663543701,1.792739987373352
1672041600.0,1.7940900325775146,1.7940900325775146,1.7953799962997437,1.7912499904632568,1.7912499904632568
1672045200.0,1.7941800355911255,1.7941800355911255,1.7942700386047363,1.7915699481964111,1.7937300205230713
1672048800.0,1.7953300476074219,1.7953300476074219,1.7966500520706177,1.7927700281143188,1.7932900190353394
1672052400.0,1.7954200506210327,1.7954200506210327,1.7957799434661865,1.7951300144195557,1.7953100204467773
1672056000.0,1.7959400415420532,1.7959400415420532,1.7966300249099731,1.7938599586486816,1.7955299615859985
1672059600.0,1.7940599918365479,1.7940599918365479,1.7970399856567383,1.7928600311279297,1.7943600416183472
1672063200.0,1.7967300415039062,1.7967300415039062,1.7984800338745117,1.7925699949264526,1.794100046157837
1672066800.0,1.7935999631881714,1.7935999631881714,1.7983700037002563,1.7926100492477417,1.7968100309371948
1672070400.0,1.793370008468628,1.793370008468628,1.7959400415420532,1.7923699617385864,1.7925699949264526
1672074000.0,1.7958600521087646,1.7958600521087646,1.7964199781417847,1.7921099662780762,1.7933299541473389
1672077600.0,1.7920199632644653,1.7920199632644653,1.7970199584960938,1.791640043258667,1.7958500385284424
1672081200.0,1.7917699813842773,1.7917699813842773,1.7948600053787231,1.7906700372695923,1.7918699979782104
1672084800.0,1.7924799919128418,1.7924799919128418,1.7944799661636353,1.7911900281906128,1.7921299934387207
1672088400.0,1.7916100025177002,1.7916100025177002,1.794569969177246,1.7906999588012695,1.7927299737930298
1672092000.0,1.79312002658844,1.79312002658844,1.7947499752044678,1.7906099557876587,1.7923799753189087
1672095600.0,1.7910200357437134,1.7910200357437134,1.7931900024414062,1.7885299921035767,1.7922799587249756
1672099200.0,1.79066002368927,1.79066002368927,1.7929400205612183,1.7889900207519531,1.7910200357437134
1672102800.0,1.7916799783706665,1.7916799783706665,1.792490005493164,1.789489984512329,1.79066002368927
1672106400.0,1.7913199663162231,1.7913199663162231,1.7926199436187744,1.7911299467086792,1.7916100025177002
1672110000.0,1.7941299676895142,1.7941299676895142,1.7943400144577026,1.7912299633026123,1.791290044784546
1672113600.0,1.7920500040054321,1.7920500040054321,1.7942800521850586,1.7915500402450562,1.7941299676895142
1672117200.0,1.7891299724578857,1.7891299724578857,1.7925699949264526,1.788949966430664,1.7920700311660767
1672120800.0,1.7883700132369995,1.7883700132369995,1.790060043334961,1.786620020866394,1.7891199588775635
1672124400.0,1.7880100011825562,1.7880100011825562,1.788930058479309,1.7861000299453735,1.7883199453353882
1672128000.0,1.784909963607788,1.784909963607788,1.788349986076355,1.7831699848175049,1.7880500555038452
1672131600.0,1.7836999893188477,1.7836999893188477,1.785390019416809,1.7820600271224976,1.7848999500274658
1672135200.0,1.7874499559402466,1.7874499559402466,1.7889599800109863,1.783329963684082,1.783560037612915
1672138800.0,1.7861499786376953,1.7861499786376953,1.788040041923523,1.7845699787139893,1.7874799966812134
1672142400.0,1.7863800525665283,1.7863800525665283,1.7883000373840332,1.7851300239562988,1.7861900329589844
1672146000.0,1.785249948501587,1.785249948501587,1.786929965019226,1.7844200134277344,1.786329984664917
1672149600.0,1.7840700149536133,1.7840700149536133,1.785889983177185,1.7829899787902832,1.785249948501587
1672153200.0,1.7827500104904175,1.7827500104904175,1.7849500179290771,1.7810699939727783,1.784060001373291
1672156800.0,1.7843600511550903,1.7843600511550903,1.7848600149154663,1.782580018043518,1.7828400135040283
