Datetime,Adj Close,Close,High,Low,Open,Volume
,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X
1732030140.0,0.6509696245193481,0.6509696245193481,0.6509696245193481,0.6508594751358032,0.6509145498275757,0
1732030200.0,0.6511688828468323,0.6511688828468323,0.6511688828468323,0.6509992480278015,0.6509992480278015,0
1732030260.0,0.6512409448623657,0.6512409448623657,0.651338517665863,0.6511772871017456,0.651338517665863,0
1732030320.0,0.6511391401290894,0.6511391401290894,0.6511391401290894,0.6511179804801941,0.6511179804801941,0
1732030380.0,0.651088297367096,0.651088297367096,0.6512112617492676,0.651088297367096,0.6512112617492676,0
1732030440.0,0.6510968208312988,0.6510968208312988,0.6510968208312988,0.6510204672813416,0.6510204672813416,0
1732030500.0,0.6511179804801941,0.6511179804801941,0.651296079158783,0.6511179804801941,0.651296079158783,0
1732030560.0,0.6512791514396667,0.6512791514396667,0.6512791514396667,0.6510798335075378,0.6510798335075378,0
1732030620.0,0.6514191031455994,0.6514191031455994,0.6515082716941833,0.651338517665863,0.6515082716941833,0
1732030680.0,0.6514700651168823,0.6514700651168823,0.6514700651168823,0.6513682007789612,0.6513682007789612,0
1732030740.0,0.6515888571739197,0.6515888571739197,0.6515931487083435,0.6515464782714844,0.6515931487083435,0
1732030800.0,0.6516186594963074,0.6516186594963074,0.6516695618629456,0.6516186594963074,0.6516695618629456,0
1732030860.0,0.6516483426094055,0.6516483426094055,0.6517630219459534,0.6515804529190063,0.6517630219459534,0
1732030920.0,0.6516186594963074,0.6516186594963074,0.6516186594963074,0.6515379548072815,0.6515379548072815,0
1732030980.0,0.6520265340805054,0.6520265340805054,0.6520265340805054,0.6518267393112183,0.6518479585647583,0
1732031040.0,0.6519669890403748,0.6519669890403748,0.6519669890403748,0.6519414782524109,0.6519414782524109,0
1732031100.0,0.6518862247467041,0.6518862247467041,0.6520180106163025,0.6518862247467041,0.6520180106163025,0
1732031160.0,0.6519075036048889,0.6519075036048889,0.651928722858429,0.6519075036048889,0.651928722858429,0
1732031220.0,0.6519202589988708,0.6519202589988708,0.6520180106163025,0.6518479585647583,0.6520180106163025,0
1732031280.0,0.651877760887146,0.651877760887146,0.651928722858429,0.651877760887146,0.651928722858429,0
1732031340.0,0.6517205238342285,0.6517205238342285,0.6519755125045776,0.6517205238342285,0.6519755125045776,0
1732031400.0,0.6516865491867065,0.6516865491867065,0.6517205238342285,0.6516865491867065,0.6517205238342285,0
1732031460.0,0.6515676975250244,0.6515676975250244,0.6517205238342285,0.6515082716941833,0.6517205238342285,0
1732031520.0,0.6515888571739197,0.6515888571739197,0.6515888571739197,0.6514869928359985,0.6514869928359985,0
1732031580.0,0.6515676975250244,0.6515676975250244,0.6517630219459534,0.6515464782714844,0.6517630219459534,0
1732031640.0,0.6517587900161743,0.6517587900161743,0.6517587900161743,0.6516270637512207,0.6516270637512207,0
1732031700.0,0.6519669890403748,0.6519669890403748,0.6519669890403748,0.6518479585647583,0.6518904566764832,0
1732031760.0,0.6519712209701538,0.6519712209701538,0.6519712209701538,0.6519160270690918,0.6519160270690918,0
1732031820.0,0.6520392298698425,0.6520392298698425,0.6520605087280273,0.651928722858429,0.6520605087280273,0
1732031880.0,0.6520987749099731,0.6520987749099731,0.6520987749099731,0.6520094871520996,0.6520094871520996,0
1732031940.0,0.652137041091919,0.652137041091919,0.6522306203842163,0.6521285772323608,0.6522306203842163,0
1732032000.0,0.6520690321922302,0.6520690321922302,0.652120053768158,0.6520690321922302,0.652120053768158,0
1732032060.0,0.6519500017166138,0.6519500017166138,0.6522731781005859,0.6519500017166138,0.6522731781005859,0
1732032120.0,0.6519500017166138,0.6519500017166138,0.6519967317581177,0.6519500017166138,0.6519967317581177,0
1732032180.0,0.6519500017166138,0.6519500017166138,0.652103066444397,0.6518564820289612,0.652103066444397,0
1732032240.0,0.6521285772323608,0.6521285772323608,0.652137041091919,0.6521285772323608,0.652137041091919,0
1732032300.0,0.6522306203842163,0.6522306203842163,0.6522306203842163,0.6521285772323608,0.6522306203842163,0
1732032360.0,0.6522178649902344,0.6522178649902344,0.6522391438484192,0.6522178649902344,0.6522391438484192,0
1732032420.0,0.6523582935333252,0.6523582935333252,0.6524008512496948,0.6522178649902344,0.6524008512496948,0
1732032480.0,0.6524689793586731,0.6524689793586731,0.6524689793586731,0.6524093151092529,0.6524093151092529,0
1732032540.0,0.6525072455406189,0.6525072455406189,0.652741551399231,0.6525072455406189,0.652741551399231,0
1732032600.0,0.6523369550704956,0.6523369550704956,0.6524603962898254,0.6523369550704956,0.6524603962898254,0
