Datetime,Open,High,Low,Close,Adj Close,Volume
1702287000.0,193.218994140625,193.3300018310547,193.1300048828125,193.1300048828125,193.1300048828125,4218944
1702287060.0,193.14759826660156,193.27000427246094,192.6699981689453,192.85000610351562,192.85000610351562,628259
1702287120.0,192.83999633789062,193.1199951171875,192.7100067138672,192.7100067138672,192.7100067138672,659066
1702287180.0,192.6999969482422,193.1085968017578,192.5800018310547,192.91000366210938,192.91000366210938,605130
1702287240.0,192.9199981689453,193.3800048828125,192.70489501953125,192.72000122070312,192.72000122070312,456161
1702287300.0,192.72000122070312,192.72999572753906,192.2899932861328,192.40989685058594,192.40989685058594,929421
1702287360.0,192.41000366210938,192.72999572753906,192.2899932861328,192.72000122070312,192.72000122070312,410140
1702287420.0,192.72000122070312,193.0399932861328,192.67999267578125,193.01499938964844,193.01499938964844,333834
1702287480.0,193.0030059814453,193.32000732421875,192.80999755859375,193.1300048828125,193.1300048828125,470129
1702287540.0,193.13009643554688,193.1699981689453,192.99000549316406,193.0800018310547,193.0800018310547,242281
1702287600.0,193.0800018310547,193.1300048828125,192.91000366210938,193.0,193.0,240382
1702287660.0,193.00680541992188,193.41000366210938,193.0,193.25,193.25,364779
1702287720.0,193.25999450683594,193.25999450683594,193.02000427246094,193.1300048828125,193.1300048828125,233890
1702287780.0,193.1300048828125,193.1699981689453,193.0,193.05999755859375,193.05999755859375,277233
1702287840.0,193.0500030517578,193.0699005126953,192.88999938964844,192.89999389648438,192.89999389648438,328211
1702287900.0,192.91000366210938,192.9499969482422,192.7949981689453,192.84500122070312,192.84500122070312,273667
1702287960.0,192.83999633789062,192.88999938964844,192.63999938964844,192.74000549316406,192.74000549316406,300417
1702288020.0,192.72999572753906,193.32000732421875,192.6999969482422,193.28500366210938,193.28500366210938,272632
1702288080.0,193.27999877929688,193.27999877929688,193.01089477539062,193.1300048828125,193.1300048828125,206543
1702288140.0,193.125,193.24000549316406,192.8699951171875,192.8699951171875,192.8699951171875,202928
1702288200.0,192.8699951171875,193.1300048828125,192.85000610351562,193.02499389648438,193.02499389648438,179100
1702288260.0,193.00999450683594,193.27000427246094,193.00999450683594,193.1540069580078,193.1540069580078,215432
1702288320.0,193.14999389648438,193.17999267578125,192.85000610351562,192.9600067138672,192.9600067138672,159662
1702288380.0,192.97000122070312,193.2100067138672,192.89999389648438,193.19000244140625,193.19000244140625,206234
1702288440.0,193.1999969482422,193.2100067138672,192.92999267578125,193.02980041503906,193.02980041503906,124243
